location,address,phone_number,ratings,ratings_count
Bail Bazar,"Shop No 16, Aum Supreme, Plot No 4 To 9, Bail Bazaar, Next To D-Mart, Kalyan, Maharashtra, 421301",9818771621,4.8,1002
Nirala Bazar,"Shop No 43 & 44, Samarth Nagar, Nirala Bazar, Opposite M.P Law College, Aurangabad, Maharashtra, 431001",8448440317,4.9,1604
Akashwani Chowk,"Shop No 3 & 4, Ahinsa Bhawan, Plot No 1, Ahinsa Nagar, Akashwani Chowk, Jalna Road, Beside Wellness Forever, Aurangabad, Maharashtra, 431001",8929264486,4.9,1241
Beed Bypass Road Aurangabad,"Shop No 2, Maru Plaza, Plot No 9 & 10, Gut No 115, Opposite Nayara Petrol Pump, Beed Bypass Road, Aurangabad, Maharashtra, 431122",8147208649,5.0,63
TV Center Road,"1 GF, Plot No N 11/A, Adjacent to Saraswat Bank, TV Center Road, Hudco, Aurangabad, Maharashtra, 431003",8447570185,4.9,540
Connaught Place,"Shop No 12, Raj Sarathi Apartment, Connaught Place, Aurangabad, Maharashtra, 431003",8929176458,4.9,1418
"Prozone Mall, Aurangabad","P 80, Prozone Mall, Unit No G 53, Midc Api Road, Chilkalthana, Near Mcdonalds, Aurangabad, Maharashtra, 431210",7428891313,4.8,1186
Usmanpura,"Shop Number 5, Ventigo Complex, Usmanpura, Opposite Bank Of Baroda, Aurangabad, Maharashtra, 431005",8376801264,4.9,1806
Aurangabad,"Mg Road, Near Bank Of India, Mg Road, Aurangabad, Bihar, 824101",8929160805,4.9,452
Sutgirni Chowk,"Shop No 16, Space Olampia, Sutgirni Chowk, Aurangabad, Maharashtra, 431005",9319361995,4.9,2035
Flagship Store Court Road,"Ground Floor, Mahalakshmi Towers, Court Road, Near Big Bazaar, Udupi, Karnataka, 576101",8929346386,4.9,4103
Hanuman Circle Tenkapet,"VK Paradise, Ground Floor, Moodanidambur Village, Hanuman Circle, Tenkapet, Sanskrit College Road, Udupi, Karnataka, 576101",7291082898,5.0,101
Udupi,"G4, Ground Floor, Mandavi Royal Prince, Kunjibettu, Opposite Kunjibettu Post Office, Udupi, Karnataka, 576102",7428890295,4.9,3073
SIT Tumkur,"No 2164/796, Sit Main Road, Near 11Th Cross, Tumkur, Karnataka, 572103",8929344598,4.8,3004
General Cariappa Road,"Shop No 1861/A/846, Krishna Arcade, 2Nd Cross Road, General Cariappa Road, Next To Mg Road, K R Extension, Tumkur, Karnataka, 572101",7428890166,4.8,6422
URS Road,"Shop No 9, D Devaraja, Urs Road, Next To City Bus Stop, Mysuru, Karnataka, 570001",7428890102,4.9,12585
Siddhartha Layout,"176, Gani Complex, Dr. Rajkumar Rroad, Raghavendra And Nazarbad Mohalla, Opposite Shubodaya Hospital, Mysuru, Karnataka, 570011",8929442765,4.9,1213
"Vijay Nagar, Mysuru","Site No 7696, Vijay Nagar, 2nd Phase, 4th Stage, 80 feet Road, Near Marimallappa School, Devaraja Mohall, Mysuru, Karnataka, 570026",9582554529,4.9,310
Forum Mall,"Shop No 8 & N 5, Lgf, Forum Mall, Hyder Ali Road, Nazarbad Mohalla, Mysuru, Karnataka, 570010",7428891237,4.9,3103
Mall Of Mysore,"C1, First Floor, Mall Of Mysore, FF14, MG Road, Indiranagar Extension, Nazarbad Mohalla, Near Mysuru Race Club, Mysuru, Karnataka, 570010",8743826180,4.9,790
JP Nagar,"No 301, E Block, JP Nagar, Layout Nachahalli, Khille Mohalla, Mysuru, Karnataka, 570008",9582612295,4.9,425
Kuvempunagara,"Mig 2, Ground Floor, New Kantharaja Urs Road, Kuvempunagara, Near Sri S. Nijalingappa Circle, Mysuru, Karnataka, 570023",7428890271,4.9,7183
Saraswathipuram,"2904/1, Khada No Ch 66, Kantharaj Urs Road, Saraswathipuram, Beside Fire Brigade, Mysuru, Karnataka, 570009",8929342669,4.9,2614
Kalidasa Road,"Shop No 2813 D-1A, Ground Floor, Ganesh Arcade, Kalidasa Road, Above Green Leaf Hotel, Mysuru, Karnataka, 570002",7428890303,4.9,3414
Chamundipuram,"New No 2954/4, Plot No K 12/4, Khata No 38/2004, Chamundipuram Circle, Next To More Market, Mysuru, Karnataka, 570008",8588802291,4.9,4395
Vijay Nagar,"Hebbal 1St Stage, Jv Arcade, Hebbal, Near Surya Bakery Circle, Mysuru, Karnataka, 570016",7065045161,4.9,1749
Dattagalli,"N0 3082, Khata Kt695/17/18, Vishwamanava Double Road, 3Rd Stage, Dattagalli, Mahamane Circle, Mahamane Circle, Near Bombatt Bhojana Hotel, Mysuru, Karnataka, 570024",8929310911,5.0,1900
Sindhanur,"C M C No- 6-1-1926, Ashapuri Complex, Gangavathi Road, Sindhanur, Opposite Axis Bank, Raichur, Karnataka, 584128",8929338697,5.0,2126
Brestwarpet,"No 11-2-61 & 62, Sangeeta Arcade, Bresthwarpet, Near Gandhi Chowk, Bresthwarpet, Opposite Kanva Hospital, Raichur, Karnataka, 584101",7428890217,4.9,2388
Deralakatta Road Ullal Mangaluru,"RBM Complex, JM Road, Deralakatta Road, Near DD Cars, Ullal, Mangaluru, Karnataka, 575022",9582648228,4.9,111
Surathkal,"Survey No 2-35/2, Khata No 3542 & 2-35/6, Hosabettu, Surathkal, Mangaluru, Karnataka, 575019",7291097439,4.9,65
Bejai Road,"Ug13, 3W3-268/25, Marian Paradise Streak, Bejai Road, Near Bejai Church, Mangaluru, Karnataka, 575004",8929306412,4.9,1989
Kankanady,"Rajsan Complex, Ground Floor, No 1-16/2-5, Pumpwell Road, Kankanady, Kankanady, Near Omega Hospital, Mangaluru, Karnataka, 575002",8929310301,4.9,3489
Hampankatta,"Ground Floor, Premium Enclave, Light House Hill Road, Hampankatta, Opposite To Canara Bank, Mangaluru, Karnataka, 575001",8929277874,4.9,3330
Nexus Mall,"Shop No 11A, 1St Floor, Nexus Mall, Mangladevi Temple Road, Pandeshwar, Mangaluru, Karnataka, 575001",8585951403,4.9,2371
RNS Road,"RNS Road, Chaitanya Nagar, Opposite Giant School, Rajendra Nagar, Hubli, Karnataka, 580030",7291823825,4.9,424
Vidya Nagar,"35498/23, Vidya Nagar, Ramakrishna Layout, Unkal Village, Hubli, Karnataka, 580030",8929342563,4.8,1268
Koppikar Road,"Shop No 10, Ground Floor, Eureka Corner, Koppikar Road, Eureka Building, Hubli, Karnataka, 580020",7428890260,4.9,2457
Station Road,"Ward No 1, Sardar Mehaboob Ali khan Road, Hubli City, Taluka Ward No 46, Municipal No 2724, Near Station Road, Hubli, Karnataka, 580028",8364062908,5.0,110
Station Road,"Ward No 1, Sardar Mehaboob Ali khan Road, Hubli City, Taluka Ward No 46, Municipal No 2724, Near Station Road, Hubli, Karnataka, 580028",9953781492,5.0,110
Navanagar Hubli,"Plot No. 7, E.W.S. Block No 10 to 22, Sri Ganesh Prasad Sabha Graha, HIG 57 2nd Cross Hubli Taluk, Navananagar, Hubli, Karnataka, 580025",8929592186,4.9,213
Keshwapur,"Vivanata Building, CTS No 439/1A-15, Ward No 30, Subhas Nagar, Kusugal Road, Keshwapur, Hubballi, Karnataka, 580023",8510801592,4.9,453
Vidya Nagar,"No 06 , Wali Arcade, Opposite J G commerce College, Vidya Nagar, PB Road, Hubballi, Karnataka, 580021",9582580560,4.9,562
Court Road Gulbarga,"Shop No-19, 1St Floor, Venkateshwara Marata Shetty, Kalaburgi, Gulbarga Court Road, Near Forest Office, Gulbarga, Karnataka, 585102",9319368896,4.9,3642
Sedam Road Gulbarga,"Shop No 1, Ground Floor, Basava Complex, LIG-141, 3rd Phase, Opposite Santosh Hotel, Sedam Road, Badepur Colony, Gulbarga, Karnataka, 585105",7065310968,4.9,2274
Dharwad,"Ground Floor, Pb Road, Near Jubilee Circle Bus Stop, Court Circle, Dharwad, Karnataka, 580001",8448440316,4.9,4662
Dharwad,"No 494/B/16/G, G-1, Nh-4, Pb Road, Shivananda Nagar, Near Hubli Toll Naka, Dharwad, Karnataka, 580004",8929335375,4.9,2439
Saptapur Road,"Ground Floor, Shop 1 & 2, Last Loukya Complex, Bus Stop, Haliyal Road, Vijyanand Nagar, Saptapur, Dharwad, Karnataka 580001",9953924045,4.9,232
Davanagere,"Shop No 289/5B, Am Arcade, Davanagere, Vidyarthi Bhavan Circle, Davanagere, Karnataka, 577002",7428890175,4.9,3347
Davanagere,"Door No 2767, MCC B Block, 3Rd Cross, Davanagere, Karnataka, 577004",7303633634,4.9,2367
Jalanagar,"Sno 890, 891, Plot No 294, Jalanagar, Near S R Colony Vijaypur, Bijapur, Karnataka, 586109",8376801547,4.9,1007
Lingad Gudi Road,"Parekh Arcade, Sharan Nagar, Lingad Gudi Road, Near Signature Mall, Bijapur, Karnataka, 586103",7428890272,4.9,2449
Infantry Road,"Plot No 15, Ground Floor, Infantry Road, Near Vasavi High School, Ballari, Karnataka, 583101",7428890235,4.9,2477
Ballari,"Plot No 09, New Ward No 01, Parvathi Nagar, Ballari, Near Hdfc Bank, Ballari, Karnataka, 583103",7428890262,4.9,2034
Khade Bazar,"#3161, Khade Bazar Main Road, Khade Bazar, Near Maruti Mandir, Belagavi, Karnataka, 590001",8447731811,4.9,3971
Flagship Store Ayodhya Nagar,"4833/12B, Hadgal Complex, Ayodhya Nagar, Dr B.R Ambedkar Road, Kolhapur Circle, Ayodhya Nagar, Beside Uk27 Hotel, Belagavi, Karnataka, 590001",7428890148,4.9,5964
Nehru Nagar,"PB Road, Nehru Nagar, Mujawar Acrade, Belagavi, Karnataka, 590010",7291042630,4.9,496
Tilakwadi,"Cts No 5647/1, Ground Floor, New Goods Shed Road, Khanapur Road, Opposite Fire Fighter Station Belgaum, Belagavi, Karnataka, 590011",8447838623,4.9,2968
Lulu Mall,"Tc 91,270, Lulu International Shopping Mall, Akkulam Bridge, Anayara Post, Akkulam Bridge, Opposite Kerala Hotel, Thiruvananthapuram, Kerala, 695029",7065034186,4.9,1776
Ulloor,"Door No 6/1543, Kochulloor P O, Uloor, Kochulloor, Near Indian Oil Pump, Thiruvananthapuram, Kerala, 695011",8929341321,4.9,2069
Pattom,"Ground Floor, Tc New No 14/3717, Old No 2/3496/4, Pattom, Pattom, Opposite Reliance Trends Pattom, Thiruvananthapuram, Kerala, 695004",7303282283,4.8,1927
Venjaramoodu,"Near Duabi Future Store, Venjaramoodu, Thiruvananthapuram, Kerala, 695607",9582065613,5.0,221
Karamana,"8#34,Ground Floor, Junction Po, Karamana, Near Karamana Bus Stop, Thiruvananthapuram, Kerala, 695002",8929338665,4.9,1662
General Hospital Trivandrum,"Ground Floor, TC 82/2231, General Hospital Branch TVM, Deepa Arcade, Convent Road, Palayam, Opposite More Megastore, Thiruvananthapuram, Kerala, 695001",8588908367,4.9,1214
Balaramapuram,"Block No13, Ward No 19, Inam Pandarapattam Desom Thalayal Fikra, Taluk Neyyatinkara, Balarampuram, Opposite Qrs, Thiruvananthapuram, Kerala, 695501",8447846876,4.9,645
Mall of Travancore,"Shop No 2, Ground Floor, NH Bypass Service Road, Eanchakkal, Mall Of Travancore, Thiruvananthapuram, Kerala, 695024",7428891327,4.9,2396
Vazhuthacaud,"Springs Tc No 44/913, Ground Floor, Vazhuthacaud, Po Thycaud, Vazhuthacaud, Near Reliance Fresh, Thiruvananthapuram, Kerala, 695014",8929330380,4.9,1271
KP Road,"Tc No 79/1322, Kowdiar Pattom Road, Kuravankonam, Near Supreme Bakery, Thiruvananthapuram, Kerala, 695004",8929289269,4.9,1012
Murinjapalam,"Tc 13/1670, Murinjapalam, Kumarapuram Road, Murinjapalam, Opposite Gg Hospital, Thiruvananthapuram, Kerala, 695011",8929344656,4.5,1182
Pappanamcode,"Block No 26, Muri/Kara Manukulathichamangalam, Karakkamandapam, Nemom, Thiruvananthapuram, Kerala, 695019",8929808677,4.9,807
Kazhakootam,"Technopark Phase1 Gate, Trivandrum Bypass Road, Kazhakootam, Near Punjab National Bank, Thiruvananthapuram, Kerala, 695582",8929854948,4.8,1551
Sasthamangalam,"Shop 3 & 5, Ground Floor, Tc 9/2284, Green Trends Building, Sasthamangalam, Green Trends Building, Thiruvananthapuram, Kerala, 695010",9582381389,4.9,3464
MG Road Trivandrum,"TC 38/1626, Mg Road, Thiruvananthapuram, Kerala, 695036",8826001599,4.9,3746
Sreekariyam,"TC 5/3568-1, Palakattu Veedu, Chenthy Pongumoodu, Medical College Po, Sreekariyam, Thiruvananthapuram, Kerala, 695011",8447842236,4.9,1478
Paruthipara,"Tc 31/142-3, Kunnirikkal Building, Paruthipara, Thiruvananthapuram, Kerala, 695025",9667183184,4.9,858
NRI layout,"No 06, Double Road, Nri Layout, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",7065122333,4.9,1162
Thammenahalli,"No 196 Mei Layout, 60Ft Main Road, Dassarahalli, Bengaluru, Karnataka, 560057",8447895934,4.9,667
Kengeri Satellite,"Shop No 1443, First Main Road, Kengeri Satellite Town, Hoysala Circle, Bengaluru, Karnataka, 560060",7428891103,4.9,1697
Kumaraswamy Layout,"Shop No 1319, 50 Feet Main Rd, Kumaraswamy Layout, Sri Lakshmi Venkateshwara Arcade, Bengaluru, Karnataka, 560078",7428891104,4.8,997
Uttarahalli Main Road,"Shop No 9/3, Site Number 46, Uttarahalli Main Road, Next To IDFC Bank, Bengaluru, Karnataka, 560061",7428891105,4.9,2139
Flagship Store at Nagarbhavi,"Shop No 1441/1309, Rajanna Complex, Jnanabharathi Main Road, Jyothi Nagar, Nagarbhavi Circle, Bengaluru, Karnataka, 560072",7428891106,4.9,2700
Flagship Store Koramangala,"Shop No 116, Ground Floor, Khb Colony, 7Th Block, 80 Feet Road, 80 Ft Road, Koramangala, Opposite Hangover Brewery, Bengaluru, Karnataka, 560034",8130384141,4.7,1989
Banashankari,"Mamatha Complex, 80 Feet Road, Nagendra Block, Banashankari 1St Stage, Bengaluru, Karnataka, 560085",7428890028,4.9,2651
HSR Layout,"Shop No 13, Pwd Quarters, 27Th Main, Agara, Sector 1, Hsr Layout, Next To Al-Daaz Hotel, Bengaluru, Karnataka, 560102",7428890041,4.8,4605
Rajaji Nagar 19th Main Road,"Ground Floor No 50/2, 19Th Main Road, 1St Block, Rajaji Nagar, Bengaluru, Karnataka, 560010",7065038241,4.8,887
Malleshwaram,"Shop No 17, Om Sri Mahaganapathi Complex, Margosa Road, Malleshwaram, Near Narayana Super Speciality Hospital, Bengaluru, Karnataka, 560003",7428890050,4.8,1892
"4th block, Jayanagar","Shravanee Bilss Municipal No 654/66, 11Th Main, 4Th Block, Jayanagar, Bengaluru, Karnataka, 560011",8447931951,4.9,654
Konena Agrahara,"Shop No 89/1, Ground Floor A M Plaza, Hal Old Airport Road, Konena Agrahara, Rajeshwari Theatre, Bengaluru, Karnataka, 560017",7428891134,4.7,1071
AECS Layout,"Shop No 302, 60 Feet Road, Kundanahalli, Aecs Layout, Near Post Office, Bengaluru, Karnataka, 560037",7428891135,4.7,2081
Palakkad,"Building No 23/596-10, Stadium Bypass Road Palakkad, Near Reliance Digital, Palakkad, Kerala, 678001",9319374483,4.9,2537
College Road,"Shop No 7/580, College Road, Opposite Pmg School, Palakkad, Kerala, 678001",7428890280,4.9,2696
Doddaballapur Bengaluru,"Ward No 28, Ground Floor, College Road, Ganigarapete, Doddaballapur, Bengaluru, Karnataka, 561203",9582802075,4.9,85
Sector 11 New Tippasandra,"Shop No L 12, Lic Colony, Sector 11, Jeevan Beema Nagar, New Tippasandra, Opposite Nal Colony, Bengaluru, Karnataka, 560075",7428891137,4.9,1311
Chansandra,"#943, Dr Vishnuvardhan Road, Dwarakanagar, Channasandra, Rr Nagar, Chansandra, Near By Rnsit Engineering College, Bengaluru, Karnataka, 560098",9319363820,4.9,1333
Ramamurthy Nagar,"Shop No 3, Maruthi Complex, Ramamurthi Nagar Main Road, Ramamurthy Nagar, Near Ramamurthy Nagara Police Station, Bengaluru, Karnataka, 560016",7428890074,4.8,1010
Rajaji Nagar,"#179/Y Ground Floor, 12Th Main, 3Rd Block, Bashyam Circle Rajajinagar Nagar, Rajaji Nagar, 3Rd Block, Opposite To Ashirwad Supermarket, Bengaluru, Karnataka, 560010",7428891138,4.7,540
Ullal Road,"Anjanadri Complex No 04, Ullal Main Road, Government Press Layout, Near By Brahmashree Upahara, Bengaluru, Karnataka, 560056",9319369831,4.8,1745
Flagship Store Indiranagar,"1201, Ground Floor, Hal 2Nd Stage, Indiranagar, 100 Feet Road, Near Doopanahalli Bus Stop, Bengaluru, Karnataka, 560038",7428890075,4.7,1123
Jalahalli,"Shop No 7 & 8, OMC, Shabari Complex, SM Road, Jalahalli, Near Ayyappa Temple, Bengaluru, Karnataka, 560057",7428891140,4.8,1301
Thubarahalli Whitefield,"Sri Karni Kuteer, 1 Narayana Layout, Vibgyor High School Road, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka, 560066",9582648387,4.9,44
Maruthi Sevanagar,"No 85, Maruthi Sevanagar, Netaji Road, Kammanahalli Main Road, Kammanahalli, Below Manappuram Finance Ltd, Bengaluru, Karnataka, 560084",9319356498,4.9,960
Vidyaranyapura,"#40, Narsipura Layout, Vidyaranyapura, Near Last Bus Stand, Bengaluru, Karnataka, 560097",8929327348,4.9,1268
Garuda Mall,"Unit No 106, First Floor, Magrath Road, Ashok Nagar, Bengaluru, Karnataka, 560025",9582891429,4.8,665
Marenhalli Road,"R J Arcade, Ground Floor, 27th Main,100ft Ring Road Jayanagar, 9th Block, Opposite Metro Pillar #87, Besides Jawa Bikes, Bengaluru, Karnataka, 560069",7290016070,4.9,1420
Begur Main Raod,"149, Hongasandra, Begur Main Road, Hongasandra, Begur Main Raod, Bengaluru, Karnataka, 560068",8587908948,4.8,691
Mantri Mall Malleswaram,"Lg1, Ground Floor, Mantri Square Mall, Sampige Road, Malleswaram, Bengaluru, Karnataka, 560003",9718430381,4.9,1449
Gopalan Signature Mall,"Shop No 6, 1St Floor, Gopalan Signature Mall, Cv Raman Nagar, Opposite Rmz Infinity, Old Madras Road, Bengaluru, Karnataka, 560038",7428891163,4.8,1053
RK Hegde Nagar,"Site No 74, M.C.E.C.H.S Layout, 1St Phase, Rk Hegde Nagar, Behind Karnataka Bank, Bengaluru, Karnataka, 560077",8929288248,4.9,1071
Kaggadasapura,"Ground Floor 191/3, Kaggadasapura Main Road, Ward No 83, CV Raman Nagar, Pid No 83-53 191/3, Bengaluru, karnataka, 560093",9582368345,4.9,1819
Flagship Store at BTM Layout,"Shop No 938, 16Th Main Road, Btm 2Nd Stage, Stage 2, Btm Layout, Btm Layout, Bengaluru, Karnataka, 560076",7428891164,4.8,2645
Horamavu,"Building No 33, Horamavu Main Road, Banasawadi, Horamavu, Opposite Poorvika Mobiles, Bengaluru, Karnataka, 560043",9319367919,4.8,483
Malleshpalya CV Raman Nagar,"No 38/1 9Th Main, New Thippsandra Post, Malleshpalya, Near Nile Institue Of Languages And Education, Bengaluru, Karnataka, 560075",7303161162,4.9,1654
Konanakunte,"Anjanapura Main Road, Konanakunte Cross, Konanakunte, Opposite Hdfc Bank, Bengaluru, Karnataka, 560062",8929266341,4.9,1697
Koramangala 5th Block,"No 8, 5th Cross Road, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka, 560095",9811036731,4.8,502
Jakkur,"Plot No 222, Survey No 98/3, 7Th Block, Jakkur Arkavathy Layout, Bengaluru, Karnataka, 560064",8929341208,4.8,694
Lulu Global Mall,"Lulu Global Mall, Minerva Mills Compound, Rajajinagar, Opposite Sujata Theatre, Bengaluru, Karnataka, 560023",8447821159,4.9,901
Anekal Town,"7, Old Mysore Bank Road, Anekal Town, Bengaluru, Karnataka, 562106",8929345106,4.9,578
Flagship Store at JP Nagar,"Shop No 300, Outer Ring Road, 5Th Phase, 15Th Cross Road, Jp Nagar, Near Cafe Coffee Day, Bengaluru, Karnataka, 560078",7428890132,4.9,4520
Flagship Store at Marathahalli,"G3/G4, Sigma Arcade, Marathahalli, Near Tulsi Theatre, Bengaluru, Karnataka, 560037",7428890133,4.9,6462
New Bel Road,"Shop No 11, Ground Floor, 2Nd Stage, New Bel Road, Chikkamaranahalli, Near Ramachandra Convention Hall, Bengaluru, Karnataka, 560094",7428890134,4.9,2341
Moodalapalya,"No 166, Moodalapalya, Nagarbhavi Main Road, Madhura Nagar, Moodalapalya, Bengaluru, Karnataka, 560070",8447822969,4.9,1260
Flagship Vidyaranyapura Road,"1242, Bel Layout, Vidyaranyapura Road, Opposite First Block Bus Stop, Bengaluru, Karnataka, 560097",7428890144,4.9,3140
HSR Layout,"2799/2800, Ground Floor, 27th Main, Sector 1, HSR Layout, Bengaluru, Karnataka, 560102",9718519385,4.9,764
Sarjapur Main Road,"Plot No 1108, Sarjapur Village & Post, Anekal T, Bengaluru, Karnataka, 562125",9582426534,4.9,208
"Gandhi Bazaar, Basavanagudi","Shop No 85/4, Vaibhav Apartments, Gandhi Bazaar, Basavanagudi, Ramakrishna Ashram Circle, Bengaluru, Karnataka, 560004",7428890150,4.9,3305
Babusapalya,"17, CNR Layout Main Rd, Chikka Nanjunda Reddy Layout, Babusapalya, Mallappa Layout, Opposite New Udupi Grand Hotel, Hennur Gardens, Bengaluru, Karnataka, 560043",8929689741,4.9,915
Kasturi Nagar,"Ground Floor, 2M-427, NGEF Layout Ward No 84, 2nd G Main Road, B Channasandra, Kasturi Nagar, Bengaluru, Karnataka, 560043",9582451747,4.9,257
Sanjay Nagar,"Shop No 1, Gmr Layout, D Rajagopal Road, Sanjay Nagar, Rmv Hospital, Geddalahalli, Bengaluru, Karnataka, 560094",7428891199,4.8,377
Yeshwanthpur,"No 764/5, Ground Floor, B Narayanaswamappa Road, K N Extension, L N Colony, Yeswanthpur, Bengaluru, Karnataka, 560022",9582511370,4.9,321
Rajarajeshwari Nagar,"No 22/23, Ground Floor, TR Plaza, 2nd Cross, Halagevaderahalli, Shankarappa Layout, BEML 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",9711619095,4.9,791
Kaikondahalli,"Shop 7 & 8, Sno 19/10, Chikkabellandur Road, Carmelaram, Doddakaneli, Kaikondrahalli, Opposite Dmart, Bengaluru, Karnataka, 560035",9311773743,4.8,820
Mathikere,"17, Ujjini Glitz, Hmt Main Road, Mathikere, Next To Poorvika, Bengaluru, Karnataka, 560056",8929121695,4.7,710
Flagship Store CMH Road Indiranagar,"No 505, Ground Floor, Kheny Plaza, Chinmaya Mission Hospital Road, Indira Nagar 1st Stage, Bengaluru, Karnataka, 560038",9582611487,4.8,1760
Sarjapur Natura Walk,"No 46, Yamare Village, Sarjapur Natura Walk Hobli, Anekal Taluk, Bengaluru, Karnataka, 562125",9711984244,4.8,833
Cox Town,"Ground Floor, 32/1, Ramakrishnappa Road, Doddakunte Circle, Near Yamaha Service Center, Cox Town, Bengaluru, Karnataka, 560005",8929082316,4.9,546
Rajaji Nagar 2,"Shop No 706, Ground Floor, 2Nd Stage, 9Th Cross, Dr. Modi Road, Rajaji Nagar, Next To Hotel Kadamba, Bengaluru, Karnataka, 560086",7428891210,4.7,675
Vijayanagar,"#41, 1st Floor, 17th Cross Road, MRCR Layout, Vijayanagar",9582271461,4.7,1082
Hosa Road,"Site No 88 & 89, Parappana Agrahara Village, Hosa Road, Meenakshi Layout, Begur Hobbli, South Taluk, Bengaluru, Karnataka, 560100",9582596508,4.8,167
HSR Layout,"Ground Floor, D No 1312, 24Th Main, Sector 2, Hsr Layout, Bengaluru, Karnataka, 560102",9811921498,4.8,607
Thanisandra,"Shop No 538, Ground Floor, Rachenahalli Road, Srk Nagar, Thanisandra, Bharath Petroleum Petrol Pump, Bengaluru, Karnataka, 560077",7428891222,4.8,1121
Hesarghatta Main Road,"Ground Floor, Sri Lakshmi Arcade, Hesarghatta Main Road, Opposite Ammajj Kalyana Mantap, Bengaluru, Karnataka, 560073",7428891223,4.7,1184
"JP Nagar, Kothanur","No 10/2, 24th Main Road, Next to Zaitoon Restaurant, JP Nagar, Phase 6, Bengaluru, Karnataka, 560078",7428891136,4.9,754
Marathalli,"#88, Outer Ring Road, Near Flyover, Opposite Mega Store, Marathahalli, Bengaluru, Karnataka, 560037",9999761456,4.7,1683
Sahakarnagar,"Ground Floor, No 2381, D Block, 60 Feet Road, Sahakar Nagar, Near Ccd & Sbi Bank, Bengaluru, Karnataka, 560092",7838237265,4.9,1635
Hennur,"Ground Floor, Hennur Cross, Hennur Main Road, Hennur, Bengaluru, Karnataka, 560043",8929338667,4.9,1598
Flagship Store at Chandra Layout,"Shop No 106, 1St Main Road, Chandra Layout, Opposite Polar Bear, Bengaluru, Karnataka, 560040",9643321229,4.8,1787
Flagship Store at RR Nagar,"Shop No 826, Paramount Building, Beml 3Rd Stage, Rajarajeshwari Nagar, Opposite Dr. Ambedkar Park, Bengaluru, Karnataka, 560098",7428891230,4.9,4281
R T Nagar,"Ground Floor, No 5/3, 1St Main, 2Nd Cross, Rahmath Nagar, Rt Nagar Post, Opposite To India Oil Pump, Bengaluru, Karnataka, 560032",7838195385,4.8,1902
Varthur,"No 184/1, Varthur Main Road, Varthur Village, Near Vinayaka Theatre, Bengaluru, Karnataka, 560087",8929085950,4.7,874
Banashakari,"595, 24Th Cross Road, Siddanna Layout, Banashakari 2Nd Stage, Banashakari, White Gold, Bengaluru, Karnataka, 560070",9582271439,4.7,73
Kothanur,"#1,2 Hennur Main Road, Kothanur, Near Bharat Petroleum, Bengaluru, Karnataka, 560077",8929440588,4.8,1223
Harlur Main Road,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",9654531512,4.8,375
HSR 27th Main Road,"#339, HSR 27th Main Road, Near Kapoor Cafe, Sector 2, HSR Layout, Bengaluru, Karnataka, 560102",9582602889,4.8,90
Coles Road,"86/3, Ground Floor, Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka, 560005",9548147148,4.9,1206
Reva College Sathanur,"Sy No 190-191, Site No 54/108, Chinna Complex, No 5, Bagalur Main Road, Niranthara Layout, Kattigenahalli, Sathanur, Near Reva College, Bengaluru, Karnataka, 560064",9582612589,4.9,485
Orion Mall Gateway,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",7428891251,4.7,1028
Balagere,"Ground Floor Old Katha No 290/31/2/02/02, New No 31/2, Balagera Main Road, Varthur Ward No 149, Bengaluru, Karnataka, 560087",8929597441,4.7,849
Varthur,"No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067",8929032767,4.8,1567
Nelamangala,"Site No 34, Vinayaka Nagar, Nelmangala Main Road, Bengaluru, Karnataka, 562123",7291812942,4.9,889
T C Palya,"Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016",7428891259,4.8,998
Indiranagar 2,"Shop No 483, Signature Square, 100 Feet Road, Indiranagar, Near Pizza Hut, Bengaluru, Karnataka, 560038",7428891266,4.8,1411
RR Nagar,"1163, Nehru Road, Beml 3Rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",7065264576,4.9,1102
Flagship Store at Banaswadi,"Shop No 19B, Ground Floor, Tamarind, 100 Feet Road, Banaswadi, Opposite Bata Showroom, Bengaluru, Karnataka, 560043",7428891283,4.7,1641
Heggannahalli,"No 170, Hegganahalli, Main Road, Vishwaneedam Post, Opppsite New Udupi Grand, Bengaluru, Karnataka, 560091",7428890264,4.9,910
Bhartiya City Mall,"Upper Ground Floor 35, Bhartiya City Mall, Chhokkanahalli Village, Yelahanka Hobli Bhartiya City, Thanisandra Main Road, Bengaluru, Karnataka, 560064",8743092780,4.8,284
